Symbol,Name,IPOyear,Sector,Industry,List
ACAMW,Acamar Partners Acquisition Corp.,2019,Finance,Business Services,NASDAQ
ACST,"Acasti Pharma, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
AXDX,"Accelerate Diagnostics, Inc.",n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
ACCP,"Accelerated Pharma, Inc.",n/a,n/a,n/a,NASDAQ
XLRN,Acceleron Pharma Inc.,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ARAY,Accuray Incorporated,2007,Health Care,Medical/Dental Instruments,NASDAQ
ACRX,"AcelRx Pharmaceuticals, Inc.",2011,Health Care,Major Pharmaceuticals,NASDAQ
ACER,Acer Therapeutics Inc.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
ACHV,"Achieve Life Sciences, Inc. ",n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
ACIW,"ACI Worldwide, Inc.",n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
ACRS,"Aclaris Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
ACMR,"ACM Research, Inc.",2017,Technology,Industrial Machinery/Components,NASDAQ
ACNB,ACNB Corporation,n/a,Finance,Major Banks,NASDAQ
ACOR,"Acorda Therapeutics, Inc.",2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ACTT,Act II Global Acquisition Corp.,2019,Consumer Non-Durables,Specialty Foods,NASDAQ
ACTTU,Act II Global Acquisition Corp.,2019,Consumer Non-Durables,Specialty Foods,NASDAQ
ACTTW,Act II Global Acquisition Corp.,2019,Consumer Non-Durables,Specialty Foods,NASDAQ
ATVI,"Activision Blizzard, Inc",n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
ADMS,"Adamas Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
ADMP,Adamis Pharmaceuticals Corporation,n/a,Health Care,Major Pharmaceuticals,NASDAQ
AHCO,AdaptHealth Corp. ,2018,Health Care,Medical/Nursing Services,NASDAQ
ADAP,Adaptimmune Therapeutics plc,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ADPT,Adaptive Biotechnologies Corporation,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ADXN,Addex Therapeutics Ltd,n/a,Health Care,Major Pharmaceuticals,NASDAQ
ADUS,Addus HomeCare Corporation,2009,Health Care,Medical/Nursing Services,NASDAQ
AEY,"ADDvantage Technologies Group, Inc.",n/a,Consumer Services,Office Equipment/Supplies/Services,NASDAQ
IOTS,Adesto Technologies Corporation,2015,Technology,Semiconductors,NASDAQ
ADIL,"Adial Pharmaceuticals, Inc",2018,Health Care,Major Pharmaceuticals,NASDAQ
ADILW,"Adial Pharmaceuticals, Inc",2018,Health Care,Major Pharmaceuticals,NASDAQ
ADMA,ADMA Biologics Inc,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ADBE,Adobe Inc.,1986,Technology,Computer Software: Prepackaged Software,NASDAQ
ADTN,"ADTRAN, Inc.",1994,Public Utilities,Telecommunications Equipment,NASDAQ
ADRO,"Aduro Biotech, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
ADES,"Advanced Emissions Solutions, Inc.",n/a,Basic Industries,Major Chemicals,NASDAQ
AEIS,"Advanced Energy Industries, Inc.",1995,Capital Goods,Industrial Machinery/Components,NASDAQ
AMD,"Advanced Micro Devices, Inc.",n/a,Technology,Semiconductors,NASDAQ
ADXS,"Advaxis, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
ADVM,"Adverum Biotechnologies, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,n/a,n/a,n/a,NASDAQ
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,n/a,n/a,n/a,NASDAQ
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,n/a,n/a,n/a,NASDAQ
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,n/a,n/a,n/a,NASDAQ
DWSH,AdvisorShares Dorsey Wright Short ETF,n/a,n/a,n/a,NASDAQ
ACT,AdvisorShares Vice ETF,n/a,n/a,n/a,NASDAQ
AEGN,Aegion Corp,n/a,Basic Industries,Water Supply,NASDAQ
AGLE,"Aeglea BioTherapeutics, Inc.",2016,Health Care,Major Pharmaceuticals,NASDAQ
AEHR,Aehr Test Systems,1997,Capital Goods,Electrical Products,NASDAQ
AMTX,"Aemetis, Inc",n/a,Basic Industries,Major Chemicals,NASDAQ
AERI,"Aerie Pharmaceuticals, Inc.",2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AVAV,"AeroVironment, Inc.",2007,Capital Goods,Aerospace,NASDAQ
ARPO,"Aerpio Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
AIH,Aesthetic Medical International Holdings Group Ltd.,2019,Health Care,Medical Specialities,NASDAQ
AEZS,AEterna Zentaris Inc.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
AEMD,"Aethlon Medical, Inc.",n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
AFMD,Affimed N.V.,2014,Health Care,Major Pharmaceuticals,NASDAQ
AFYA,Afya Limited,2019,Consumer Services,Other Consumer Services,NASDAQ
AGBA,AGBA Acquisition Limited,2019,Finance,Business Services,NASDAQ
AGBAR,AGBA Acquisition Limited,2019,Finance,Business Services,NASDAQ
AGBAU,AGBA Acquisition Limited,2019,Finance,Business Services,NASDAQ
AGBAW,AGBA Acquisition Limited,2019,Finance,Business Services,NASDAQ
AGEN,Agenus Inc.,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AGRX,"Agile Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
AGYS,"Agilysys, Inc.",n/a,Technology,EDP Services,NASDAQ
AGIO,"Agios Pharmaceuticals, Inc.",2013,Health Care,Major Pharmaceuticals,NASDAQ
AGMH,AGM Group Holdings Inc.,2018,Technology,EDP Services,NASDAQ
AGNC,AGNC Investment Corp.,2008,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGNCM,AGNC Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGNCN,AGNC Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGNCO,AGNC Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGNCP,AGNC Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGFS,"AgroFresh Solutions, Inc.",2014,Finance,Business Services,NASDAQ
AGFSW,"AgroFresh Solutions, Inc.",2014,Finance,Business Services,NASDAQ
AIKI,AIkido Pharma Inc.,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ALRN,"Aileron Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals,NASDAQ
AIMT,"Aimmune Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
AIRT,"Air T, Inc.",n/a,Transportation,Air Freight/Delivery Services,NASDAQ
AIRTP,"Air T, Inc.",n/a,Transportation,Air Freight/Delivery Services,NASDAQ
AIRTW,"Air T, Inc.",n/a,Transportation,Air Freight/Delivery Services,NASDAQ
ATSG,"Air Transport Services Group, Inc",n/a,Transportation,Air Freight/Delivery Services,NASDAQ
AIRG,"Airgain, Inc.",2016,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
ANTE,AirNet Technology Inc.,n/a,Technology,Advertising,NASDAQ
AKAM,"Akamai Technologies, Inc.",1999,Miscellaneous,Business Services,NASDAQ
AKTX,Akari Therapeutics Plc,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SONG,Akazoo S.A.,n/a,Consumer Services,Broadcasting,NASDAQ
SONGW,Akazoo S.A.,n/a,Consumer Services,Broadcasting,NASDAQ
AKCA,"Akcea Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals,NASDAQ
AKBA,"Akebia Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
KERN,Akerna Corp.,2018,Technology,EDP Services,NASDAQ
KERNW,Akerna Corp.,2018,Technology,EDP Services,NASDAQ
AKRO,"Akero Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
AKER,Akers Biosciences Inc.,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
AKRX,"Akorn, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
AKTS,"Akoustis Technologies, Inc.",n/a,Public Utilities,Telecommunications Equipment,NASDAQ
ALRM,"Alarm.com Holdings, Inc.",2015,Technology,Computer Software: Prepackaged Software,NASDAQ
ALSK,"Alaska Communications Systems Group, Inc.",1999,Public Utilities,Telecommunications Equipment,NASDAQ
ALAC,Alberton Acquisition Corporation,2018,Finance,Business Services,NASDAQ
ALACR,Alberton Acquisition Corporation,2018,Finance,Business Services,NASDAQ
ALACU,Alberton Acquisition Corporation,2018,Finance,Business Services,NASDAQ
ALACW,Alberton Acquisition Corporation,2018,Finance,Business Services,NASDAQ
ALBO,"Albireo Pharma, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
ALDX,"Aldeyra Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
ALEC,"Alector, Inc.",2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ALRS,Alerus Financial Corporation,2019,Finance,Major Banks,NASDAQ
ALXN,"Alexion Pharmaceuticals, Inc.",1996,Health Care,Major Pharmaceuticals,NASDAQ
ALCO,"Alico, Inc.",n/a,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
ALIT,Alight Inc.,n/a,n/a,n/a,NASDAQ
ALGN,"Align Technology, Inc.",2001,Health Care,Industrial Specialties,NASDAQ
ALIM,"Alimera Sciences, Inc.",2010,Health Care,Major Pharmaceuticals,NASDAQ
ALYA,Alithya Group inc.,n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
ALJJ,"ALJ Regional Holdings, Inc.",n/a,Miscellaneous,Business Services,NASDAQ
ALKS,Alkermes plc,1991,Health Care,Major Pharmaceuticals,NASDAQ
ALLK,Allakos Inc.,2018,Health Care,Major Pharmaceuticals,NASDAQ
ABTX,"Allegiance Bancshares, Inc.",2015,Finance,Major Banks,NASDAQ
ALGT,Allegiant Travel Company,2006,Transportation,Air Freight/Delivery Services,NASDAQ
ALGR,Allegro Merger Corp.,2018,Consumer Services,Restaurants,NASDAQ
ALGRR,Allegro Merger Corp.,2018,Consumer Services,Restaurants,NASDAQ
ALGRU,Allegro Merger Corp.,2018,Consumer Services,Restaurants,NASDAQ
ALGRW,Allegro Merger Corp.,2018,Consumer Services,Restaurants,NASDAQ
ALNA,"Allena Pharmaceuticals, Inc.",2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ARLP,"Alliance Resource Partners, L.P.",1999,Energy,Coal Mining,NASDAQ
LNT,Alliant Energy Corporation,n/a,Public Utilities,Power Generation,NASDAQ
AESE,"Allied Esports Entertainment, Inc.",2017,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
AHPI,"Allied Healthcare Products, Inc.",1992,Health Care,Industrial Specialties,NASDAQ
AMOT,"Allied Motion Technologies, Inc.",n/a,Capital Goods,Electrical Products,NASDAQ
ALLO,"Allogene Therapeutics, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ALLT,Allot Ltd.,2006,Technology,Computer Communications Equipment,NASDAQ
MDRX,"Allscripts Healthcare Solutions, Inc.",n/a,Technology,EDP Services,NASDAQ
ALNY,"Alnylam Pharmaceuticals, Inc.",2004,Health Care,Major Pharmaceuticals,NASDAQ
AOSL,Alpha and Omega Semiconductor Limited,2010,Technology,Semiconductors,NASDAQ
GOOG,Alphabet Inc.,2004,Technology,"Computer Software: Programming, Data Processing",NASDAQ
GOOGL,Alphabet Inc.,n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SMCP,AlphaMark Actively Managed Small Cap ETF,n/a,n/a,n/a,NASDAQ
ATEC,"Alphatec Holdings, Inc.",2006,Health Care,Medical/Dental Instruments,NASDAQ
ALPN,"Alpine Immune Sciences, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
ALTR,Altair Engineering Inc.,2017,Technology,Computer Software: Prepackaged Software,NASDAQ
ATHE,Alterity Therapeutics Limited,n/a,Health Care,Major Pharmaceuticals,NASDAQ
ALT,"Altimmune, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
ASPS,Altisource Portfolio Solutions S.A.,n/a,Consumer Services,Other Consumer Services,NASDAQ
AIMC,Altra Industrial Motion Corp.,2006,Capital Goods,Industrial Machinery/Components,NASDAQ
ALTM,Altus Midstream Company,2017,Public Utilities,Natural Gas Distribution,NASDAQ
AMAG,"AMAG Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
AMAL,Amalgamated Bank,2018,Consumer Non-Durables,Textiles,NASDAQ
AMRN,Amarin Corporation plc,n/a,Health Care,Major Pharmaceuticals,NASDAQ
AMRK,"A-Mark Precious Metals, Inc.",n/a,Basic Industries,Other Specialty Stores,NASDAQ
AMZN,"Amazon.com, Inc.",1997,Consumer Services,Catalog/Specialty Distribution,NASDAQ
AMBC,"Ambac Financial Group, Inc.",n/a,Finance,Property-Casualty Insurers,NASDAQ
AMBA,"Ambarella, Inc.",2012,Technology,Semiconductors,NASDAQ
AMCX,AMC Networks Inc.,n/a,Consumer Services,Television Services,NASDAQ
AMCI,AMCI Acquisition Corp.,2018,Finance,Business Services,NASDAQ
AMCIU,AMCI Acquisition Corp.,2018,Finance,Business Services,NASDAQ
AMCIW,AMCI Acquisition Corp.,2018,Finance,Business Services,NASDAQ
DOX,Amdocs Limited,n/a,Technology,EDP Services,NASDAQ
AMED,Amedisys Inc,n/a,Health Care,Medical/Nursing Services,NASDAQ
AMTB,Amerant Bancorp Inc.,n/a,Finance,Major Banks,NASDAQ
AMTBB,Amerant Bancorp Inc.,n/a,Finance,Major Banks,NASDAQ
UHAL,Amerco,n/a,Consumer Services,Rental/Leasing Companies,NASDAQ
AMRH,"Ameri Holdings, Inc.",n/a,Technology,Semiconductors,NASDAQ
AMRHW,"Ameri Holdings, Inc.",n/a,Technology,Semiconductors,NASDAQ
ATAX,"America First Multifamily Investors, L.P.",n/a,Finance,Finance: Consumer Services,NASDAQ
AMOV,"America Movil, S.A.B. de C.V.",n/a,Public Utilities,Telecommunications Equipment,NASDAQ
AAL,"American Airlines Group, Inc.",n/a,Transportation,Air Freight/Delivery Services,NASDAQ
AFIN,"American Finance Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
AFINP,"American Finance Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
AMNB,"American National Bankshares, Inc.",n/a,Finance,Major Banks,NASDAQ
ANAT,American National Insurance Company,n/a,Finance,Life Insurance,NASDAQ
AOBC,American Outdoor Brands Corporation,n/a,Capital Goods,Ordnance And Accessories,NASDAQ
APEI,"American Public Education, Inc.",2007,Consumer Services,Other Consumer Services,NASDAQ
AREC,American Resources Corporation,n/a,Consumer Services,Other Consumer Services,NASDAQ
AMRB,American River Bankshares,n/a,Finance,Major Banks,NASDAQ
AMSWA,"American Software, Inc.",n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
AMSC,American Superconductor Corporation,1991,Consumer Durables,Metal Fabrications,NASDAQ
AMWD,American Woodmark Corporation,1986,Basic Industries,Forest Products,NASDAQ
CRMT,"America&#39;s Car-Mart, Inc.",n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
ABCB,Ameris Bancorp,1994,Finance,Major Banks,NASDAQ
AMSF,"AMERISAFE, Inc.",2005,Finance,Property-Casualty Insurers,NASDAQ
ASRV,AmeriServ Financial Inc.,n/a,Finance,Major Banks,NASDAQ
ASRVP,AmeriServ Financial Inc.,n/a,Finance,Major Banks,NASDAQ
ATLO,Ames National Corporation,n/a,Finance,Major Banks,NASDAQ
AMGN,Amgen Inc.,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
FOLD,"Amicus Therapeutics, Inc.",2007,Health Care,Major Pharmaceuticals,NASDAQ
AMKR,"Amkor Technology, Inc.",1998,Technology,Semiconductors,NASDAQ
AMPH,"Amphastar Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
IBUY,Amplify Online Retail ETF,n/a,n/a,n/a,NASDAQ
AMHC,Amplitude Healthcare Acquisition Corporation,1991,Finance,Business Services,NASDAQ
AMHCU,Amplitude Healthcare Acquisition Corporation,2019,Finance,Business Services,NASDAQ
AMHCW,Amplitude Healthcare Acquisition Corporation,2020,Finance,Business Services,NASDAQ
ASYS,"Amtech Systems, Inc.",n/a,Technology,Industrial Machinery/Components,NASDAQ
AMRS,"Amyris, Inc.",2010,Basic Industries,Major Chemicals,NASDAQ
ADI,"Analog Devices, Inc.",n/a,Technology,Semiconductors,NASDAQ
ANAB,"AnaptysBio, Inc.",2017,Health Care,Major Pharmaceuticals,NASDAQ
AVXL,Anavex Life Sciences Corp.,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ANCN,Anchiano Therapeutics Ltd.,2019,Health Care,Major Pharmaceuticals,NASDAQ
ANDA,Andina Acquisition Corp. III,2019,Finance,Business Services,NASDAQ
ANDAR,Andina Acquisition Corp. III,2019,Finance,Business Services,NASDAQ
ANDAU,Andina Acquisition Corp. III,2019,Finance,Business Services,NASDAQ
ANDAW,Andina Acquisition Corp. III,2019,Finance,Business Services,NASDAQ
ANGI,ANGI Homeservices Inc.,n/a,Consumer Services,Advertising,NASDAQ
ANGO,"AngioDynamics, Inc.",2004,Health Care,Medical/Dental Instruments,NASDAQ
ANIP,"ANI Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
ANIK,Anika Therapeutics Inc.,n/a,Health Care,Medical/Dental Instruments,NASDAQ
ANIX,"Anixa Biosciences, Inc.",n/a,Health Care,Medical Specialities,NASDAQ
ANPC,"AnPac Bio-Medical Science Co., Ltd.",2020,Health Care,Medical Specialities,NASDAQ
ANSS,"ANSYS, Inc.",1996,Technology,Computer Software: Prepackaged Software,NASDAQ
ATRS,"Antares Pharma, Inc.",n/a,Health Care,Medical/Dental Instruments,NASDAQ
ATEX,Anterix Inc.,2015,Public Utilities,Telecommunications Equipment,NASDAQ
APLS,"Apellis Pharmaceuticals, Inc.",2017,Health Care,Major Pharmaceuticals,NASDAQ
APEX,Apex Global Brands Inc.,n/a,Consumer Non-Durables,Apparel,NASDAQ
APXT,Apex Technology Acquisition Corporation,2019,Finance,Business Services,NASDAQ
APXTU,Apex Technology Acquisition Corporation,2019,Finance,Business Services,NASDAQ
APXTW,Apex Technology Acquisition Corporation,2019,Finance,Business Services,NASDAQ
APOG,"Apogee Enterprises, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.,NASDAQ
APEN,"Apollo Endosurgery, Inc.",n/a,Health Care,Medical/Dental Instruments,NASDAQ
AINV,Apollo Investment Corporation,2004,n/a,n/a,NASDAQ
AMEH,"Apollo Medical Holdings, Inc.",n/a,Consumer Services,Professional Services,NASDAQ
APPF,"AppFolio, Inc.",2015,Technology,Computer Software: Prepackaged Software,NASDAQ
APPN,Appian Corporation,2017,Technology,Computer Software: Prepackaged Software,NASDAQ
AAPL,Apple Inc.,1980,Technology,Computer Manufacturing,NASDAQ
APDN,"Applied DNA Sciences, Inc.",n/a,Consumer Services,Other Consumer Services,NASDAQ
AGTC,Applied Genetic Technologies Corporation,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AMAT,"Applied Materials, Inc.",1972,Technology,Semiconductors,NASDAQ
AAOI,"Applied Optoelectronics, Inc.",2013,Technology,Semiconductors,NASDAQ
APLT,"Applied Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
APRE,"Aprea Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
APVO,Aptevo Therapeutics Inc.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
APTX,Aptinyx Inc.,2018,Health Care,Major Pharmaceuticals,NASDAQ
APM,Aptorum Group Limited,2018,Health Care,Major Pharmaceuticals,NASDAQ
APTO,"Aptose Biosciences, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
APYX,Apyx Medical Corporation,n/a,Health Care,Medical/Dental Instruments,NASDAQ
AQMS,"Aqua Metals, Inc.",2015,Basic Industries,Metal Fabrications,NASDAQ
AQB,"AquaBounty Technologies, Inc.",n/a,n/a,n/a,NASDAQ
AQST,"Aquestive Therapeutics, Inc.",2018,Health Care,Major Pharmaceuticals,NASDAQ
ARAV,"Aravive, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
ABUS,Arbutus Biopharma Corporation,n/a,Health Care,Major Pharmaceuticals,NASDAQ
ABIO,"ARCA biopharma, Inc.",n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
RKDA,"Arcadia Biosciences, Inc.",2015,Basic Industries,Agricultural Chemicals,NASDAQ
ARCB,ArcBest Corporation,n/a,Transportation,Trucking Freight/Courier Services,NASDAQ
ACGL,Arch Capital Group Ltd.,n/a,Finance,Property-Casualty Insurers,NASDAQ
ACGLO,Arch Capital Group Ltd.,n/a,Finance,Property-Casualty Insurers,NASDAQ
ACGLP,Arch Capital Group Ltd.,n/a,Finance,Property-Casualty Insurers,NASDAQ
FUV,"Arcimoto, Inc.",2017,Consumer Non-Durables,Motor Vehicles,NASDAQ
ARCE,Arco Platform Limited,2018,Consumer Services,Other Consumer Services,NASDAQ
ARCT,Arcturus Therapeutics Holdings Inc.,2013,Health Care,Major Pharmaceuticals,NASDAQ
ARQT,"Arcutis Biotherapeutics, Inc.",2020,Health Care,Major Pharmaceuticals,NASDAQ
ARDX,"Ardelyx, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
ARNA,"Arena Pharmaceuticals, Inc.",2000,Health Care,Major Pharmaceuticals,NASDAQ
ARCC,Ares Capital Corporation,2004,n/a,n/a,NASDAQ
ARGX,argenx SE,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ARDS,Aridis Pharmaceuticals Inc.,2018,Health Care,Major Pharmaceuticals,NASDAQ
ARKR,Ark Restaurants Corp.,n/a,Consumer Services,Restaurants,NASDAQ
DWCR,Arrow DWA Country Rotation ETF,n/a,n/a,n/a,NASDAQ
DWAT,Arrow DWA Tactical ETF,n/a,n/a,n/a,NASDAQ
AROW,Arrow Financial Corporation,n/a,Finance,Major Banks,NASDAQ
ARWR,"Arrowhead Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
TARA,"ArTara Therapeutics, Inc. ",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ARTL,"Artelo Biosciences, Inc.",n/a,Miscellaneous,Business Services,NASDAQ
ARTLW,"Artelo Biosciences, Inc.",n/a,Miscellaneous,Business Services,NASDAQ
ARTNA,Artesian Resources Corporation,n/a,Public Utilities,Water Supply,NASDAQ
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
ARVN,"Arvinas, Inc.",2018,Health Care,Major Pharmaceuticals,NASDAQ
ARYA,ARYA Sciences Acquisition Corp.,2018,Finance,Business Services,NASDAQ
ARYAU,ARYA Sciences Acquisition Corp.,2018,Finance,Business Services,NASDAQ
